x,y,cluster_id
25.0196,2.1245,1
23.0916,-98.344,2
-5.79146,-37.9733,4
54.0239,7.00849,1
-10.2665,99.4772,3
-26.4414,-61.4301,0
-36.5054,5.58711,4
38.7617,-91.3454,2
-75.0062,81.2834,3
-0.570148,-12.6337,4
-62.2004,-67.1921,0
64.6346,-11.5642,2
11.35,-88.8727,2
21.8191,-40.711,2
54.69,75.8429,1
55.012,98.1239,1
70.1012,-45.4747,2
-21.6743,27.4601,4
55.4568,-3.03031,2
13.0176,21.0264,1
-88.1737,55.873,3
-84.2117,-29.9207,0
16.625,-36.8047,2
44.6601,-61.4587,2
-38.4276,-8.586,4
72.133,27.9155,1
-14.8042,-23.7616,4
92.7887,-62.4394,2
63.2274,-47.4849,2
76.5589,82.6207,1
46.3462,5.11419,1
-12.1097,74.6403,3
-50.5324,5.52548,4
-10.3959,-9.76331,4
32.2597,54.6993,1
36.8342,57.5826,1
-84.1941,39.3636,3
11.5565,-57.5638,2
-67.0193,39.0242,3
-92.0785,77.9923,3
-60.9986,-39.0607,0
9.93183,45.1113,1
66.8554,-80.7529,2
80.904,63.9145,1
-3.85138,-41.687,0
-46.2248,28.1371,4
46.527,5.48694,1
-26.4259,60.5927,3
72.035,-76.911,2
-41.5252,-58.1494,0
68.703,-87.3506,2
-31.618,56.1339,3
-58.6465,55.3969,3
11.4841,-28.9841,2
-13.8213,78.5787,3
40.7642,47.5839,1
43.0926,-76.6468,2
-21.9205,-98.8,0
50.5996,-5.19705,2
-16.7602,30.2734,4
-50.8978,-58.6394,0
-98.8637,-52.6415,0
76.3515,61.444,1
43.6747,2.30292,1
-98.1681,-4.89014,4
81.0313,28.8688,1
-61.2753,-83.5273,0
36.0991,52.2522,1
-39.9249,-29.675,4
54.7745,-44.4778,2
-36.5067,88.7945,3
61.3728,61.8535,1
-1.45473,-83.7601,0
-45.3458,63.8699,3
-74.3643,-91.1884,0
-1.34794,-71.1945,0
93.485,-40.1417,2
40.4035,59.3418,1
-51.7168,9.00762,4
68.3861,65.769,1
53.2013,-19.138,2
-92.9525,-61.4363,0
27.3407,-28.7972,2
10.3043,-80.1638,2
-98.0178,24.5972,4
18.2091,-34.6309,2
-54.98,-29.4316,4
-91.3477,21.0533,4
-99.7119,50.0006,3
-17.8029,-58.6144,0
-77.8398,97.7792,3
-5.57237,-68.7938,0
83.9069,-55.0385,2
76.1017,-41.354,2
36.8194,43.4091,1
-94.0548,88.157,3
61.308,77.644,1
-59.9448,12.3806,4
-78.8002,81.7539,3
-92.5897,-2.20259,4
-8.92308,90.4029,3
23.7253,54.1019,1
-83.9164,-51.8699,0
-1.33886,-89.1415,0
-10.9074,96.4893,3
54.6081,-44.3239,2
29.1633,42.9153,1
-36.8281,84.9984,3
-26.7317,97.4609,3
53.9013,-96.5957,2
54.2939,-38.1671,2
89.2536,-12.9889,2
-23.3709,6.1496,4
47.1428,-46.7259,2
-48.195,-43.4121,0
-9.03661,-75.7979,0
-74.2531,-44.8738,0
-7.56013,-18.333,4
-37.3985,20.4373,4
-7.14962,2.73319,4
-28.7562,-85.3656,0
-99.0637,28.042,3
39.2594,-6.74176,2
88.8826,-50.1099,2
-49.2939,-11.8618,4
-0.437105,-20.5582,4
12.6243,-68.5718,2
-48.1447,-48.4681,0
97.4082,-44.8179,2
89.5535,-69.7983,2
10.4725,51.3944,1
57.7016,-15.6284,2
69.2141,-92.6557,2
35.4168,43.6881,1
97.2692,-24.011,2
2.9742,-24.7981,4
5.09136,91.0569,3
11.3724,-62.927,2
67.7713,72.5647,1
84.6063,76.8622,1
-0.685167,41.3837,1
42.6923,93.2603,1
81.3719,-61.3276,2
-39.0453,40.9095,3
-73.2151,37.069,3
44.5936,-7.25222,2
52.5737,25.8305,1
48.328,53.7335,1
-21.1339,-10.64,4
75.4752,98.0513,1
-47.2282,74.0823,3
29.4978,83.281,1
-27.0265,8.8141,4
95.3803,-89.2904,2
56.642,-87.3638,2
-54.5702,-34.561,0
-52.4619,7.77065,4
92.9517,-96.797,2
-58.3362,-95.3608,0
68.379,9.0276,1
-68.6401,-17.6831,4
-88.8057,6.8241,4
-85.3817,-26.4281,4
52.0072,62.8658,1
66.6681,-38.1807,2
41.1664,-4.82915,2
82.2642,48.1576,1
89.1054,-81.4863,2
97.2784,25.95,1
91.3074,36.5697,1
-7.75075,-90.1672,0
16.733,41.1915,1
24.4672,-26.6391,2
-12.7777,56.0466,3
-48.0078,81.987,3
-5.5322,40.8635,3
-6.73482,80.5499,3
-15.1017,82.0776,3
35.2599,66.3537,1
-50.8803,14.3239,4
52.58,81.7249,1
27.5393,-30.6017,2
15.0489,-7.9313,2
-88.1112,-36.717,0
81.29,-16.5554,2
-88.8363,74.8887,3
-62.391,-20.4087,4
-76.1511,47.1838,3
-12.8388,-24.6602,4
12.3557,-79.4301,2
33.811,49.5888,1
97.2682,19.5896,1
8.49993,-17.2243,4
68.6877,-35.8801,2
75.6019,-23.1609,2
-34.6017,-52.9824,0
-0.118512,-72.7618,0
-96.033,24.7527,4
10.8896,-86.9134,2
-37.9396,-57.1727,0
0.137162,45.825,1
-69.8986,-77.9155,0
85.834,21.4104,1
35.059,43.7785,1
-71.5697,-86.2327,0
14.0074,-30.043,2
16.3907,34.5208,1
-71.4452,28.688,4
21.0482,18.6002,1
14.1043,-75.2196,2
83.907,56.6108,1
20.401,18.6236,1
-51.3283,-32.8482,4
-41.8847,-38.6008,0
24.3103,-59.7672,2
95.3046,-94.3851,2
-80.9817,16.7151,4
-31.7717,96.7739,3
-72.6742,-51.2158,0
-61.6634,28.6271,4
10.0969,12.057,4
-4.68242,25.3517,4
-12.3907,53.2579,3
-32.7801,-53.1894,0
-16.1429,-50.2776,0
49.2641,9.33451,1
72.5009,-66.3181,2
75.9332,-44.2278,2
-67.7651,24.4814,4
92.1041,-22.6857,2
79.2966,-22.8189,2
-72.713,-5.94052,4
-8.40892,69.7621,3
22.4749,-9.86506,2
-81.1322,98.5902,3
30.1306,55.3889,1
52.19,78.1121,1
-12.1499,81.3155,3
-83.7954,-12.7299,4
-63.0252,54.9852,3
35.8868,-86.3562,2
-42.1955,-16.5775,4
45.443,25.727,1
-4.73545,-29.9555,4
64.7413,80.317,1
54.0447,-31.3416,2
-84.0851,-89.9655,0
-18.6842,73.4479,3
-88.5651,-82.0786,0
-78.1787,88.7559,3
-64.3933,27.3141,4
-78.4514,-35.0889,0
-52.715,-80.9791,0
16.5104,-97.2865,2
90.7727,-26.2576,2
-24.5461,-15.0922,4
-4.33859,-64.2837,0
-6.2764,35.7432,4
-80.0013,-74.6304,0
-54.0883,-99.0675,0
17.8134,77.1637,1
69.9096,-20.2332,2
-84.822,81.0383,3
4.18839,-62.9919,2
20.3388,2.4835,1
-68.4716,69.253,3
-66.6299,-79.9826,0
-99.8067,4.99552,4
2.03605,1.46167,4
-23.959,57.9614,3
-21.8531,-85.3971,0
-36.0817,77.6996,3
-39.1476,-83.9488,0
73.0016,80.0638,1
-61.6256,-38.3566,0
-44.1876,82.7629,3
43.6787,72.5289,1
31.5519,-86.882,2
21.3932,-34.006,2
98.1294,-79.8405,2
-75.0828,25.9382,4
18.9932,-46.1642,2
76.6001,-52.9044,2
-93.1949,93.2667,3
-37.5972,12.0999,4
61.917,69.3664,1
-33.4719,64.7808,3
-20.9833,83.7929,3
-42.8452,-74.0701,0
-86.8818,-60.3196,0
7.47703,-66.4048,2
57.9261,-16.9674,2
-44.4043,27.3065,4
23.4553,-57.2951,2
-67.8573,10.2404,4
-89.865,-9.80482,4
-69.385,-52.1637,0
7.55423,83.0043,1
71.7161,-1.32973,2
-27.9375,-79.5325,0
88.2598,81.0501,1
50.3093,-84.2913,2
-6.21514,-54.9273,0
2.40484,-97.3693,0
-0.692606,-12.9223,4
90.0789,-54.3271,2
-48.2034,14.0047,4
64.4203,-73.6966,2
26.5811,79.322,1
99.0878,-21.2835,2
4.18962,-69.4208,2
-58.9092,37.7551,3
12.787,-51.6835,2
14.5205,-20.014,2
55.2776,-20.2865,2
-42.7802,5.36108,4
-86.5391,57.6353,3
26.1327,-53.0515,2
-84.7822,-81.6226,0
-51.9075,33.3586,3
5.08913,-46.6476,2
-93.2649,-64.1986,0
72.3711,-73.0524,2
33.2532,-1.79721,2
65.0692,18.9299,1
-10.7909,-51.6788,0
90.2929,-68.9969,2
48.2577,-3.52245,2
-54.9035,-54.528,0
96.19,75.678,1
-8.84389,95.4318,3
-45.759,-62.5518,0
-59.2929,-45.5633,0
-76.807,-83.3824,0
-22.9308,40.7878,3
-22.6886,-46.8898,0
-73.4776,54.0913,3
-21.0954,-38.2699,0
-42.6698,19.5379,4
-26.7667,45.1027,3
31.4696,85.9661,1
-87.9376,-0.40617,4
-6.05675,0.877452,4
-76.8013,66.3146,3
-33.8001,14.1442,4
84.8039,41.2636,1
-41.939,-83.4633,0
42.4084,-43.8691,2
55.1877,-38.9268,2
54.8149,73.1781,1
-3.58246,38.8136,3
-6.97346,48.7084,3
14.0107,-85.6145,2
26.1068,-58.9087,2
-55.8394,-48.9907,0
-69.2894,-10.8647,4
-44.7222,-70.2501,0
31.5868,46.1385,1
20.5856,7.72594,1
-4.0112,-31.4809,4
-96.3563,-22.9526,4
23.077,-43.2802,2
96.5372,86.0505,1
-17.465,87.6819,3
56.3354,-57.1086,2
33.9418,-65.3651,2
-70.7099,5.67367,4
-41.121,-58.6872,0
65.5906,-16.56,2
66.9367,29.3691,1
0.0854135,-65.2243,0
63.3677,13.8237,1
51.16,1.87091,1
23.8242,-38.8589,2
-68.7475,34.6138,3
-62.4331,-57.4589,0
-94.449,-20.9858,4
-90.4377,-62.7215,0
-94.5752,12.5082,4
-16.9381,-57.2246,0
-99.4098,-47.714,0
83.0331,87.2801,1
-87.2215,82.1232,3
85.6461,-54.8051,2
-15.039,73.8191,3
-80.0911,-87.1231,0
-15.5745,-21.1841,4
-50.3418,77.4074,3
-77.3355,-77.96,0
70.4588,-37.394,2
-8.93747,-49.0753,0
30.8134,87.1915,1
77.7201,-52.1904,2
83.5151,-80.4137,2
66.1288,99.9419,1
15.5495,37.3443,1
-77.4188,-66.9229,0
-18.0197,-75.623,0
-27.4511,42.5552,3
-55.4853,91.465,3
60.331,-26.6461,2
0.307143,-82.9058,0
36.5678,6.76804,1
-59.3468,-68.6033,0
-0.911093,75.8995,3
-49.6136,-15.6433,4
-73.9832,-60.2585,0
81.4523,-82.7445,2
51.2871,12.1783,1
-50.3396,88.1174,3
-52.0181,-65.6718,0
63.5775,-72.4734,2
75.8281,52.3612,1
22.4051,78.0573,1
62.5895,78.3015,1
-79.1167,-67.4253,0
-20.0707,77.8424,3
-18.5838,-15.9706,4
-81.5342,56.8613,3
-24.956,-74.6896,0
44.0316,64.8384,1
-58.7642,-52.1733,0
19.8978,-48.0981,2
-24.6155,-18.0575,4
-96.3661,71.7246,3
4.92947,-86.3105,2
95.0733,-84.0164,2
22.7475,-49.0219,2
13.4361,46.8903,1
-1.08711,69.4541,3
-81.6009,9.95592,4
-40.8589,-44.4623,0
2.3594,92.8202,3
17.6608,72.8213,1
-71.1633,-46.7663,0
86.7963,1.23678,1
-99.4094,-79.37,0
-30.3598,-50.531,0
97.7955,-60.8562,2
-20.2715,99.0692,3
76.6282,93.8393,1
23.0426,-58.695,2
61.0285,71.4839,1
-47.2866,-4.31806,4
27.8628,0.328624,1
-93.9448,37.3903,3
25.8345,77.7225,1
3.1018,72.8897,1
-6.49825,-22.361,4
51.3524,49.0955,1
-66.6187,-6.0102,4
-66.7062,79.6635,3
39.5331,61.588,1
30.0565,-6.44386,2
83.7185,66.0057,1
-12.3706,0.352561,4
-28.8891,56.9263,3
-73.6925,-56.1861,0
46.9621,-21.9403,2
33.5785,94.1657,1
-81.3725,-26.7014,4
90.6459,23.8012,1
-95.4891,-30.632,0
73.7153,18.7342,1
64.4878,43.7363,1
49.4975,-99.1207,2
64.4566,65.4395,1
5.3125,-6.91151,4
-79.8908,-2.59221,4
84.3868,7.41247,1
-19.6903,39.7581,3
77.2545,91.5741,1
-45.6932,-52.234,0
-7.94967,11.9594,4
39.8264,95.1293,1
71.6358,-83.0423,2
12.5134,-21.4215,2
-86.4356,13.5744,4
-28.7361,-6.4288,4
60.7125,2.77179,1
-65.2243,-12.3132,4
26.3907,-62.3341,2
79.6387,-63.2482,2
39.7375,-0.351191,1
97.9296,-10.5525,2
-97.3724,0.144637,4
34.3742,-81.3786,2
-12.0635,-93.9182,0
-16.6634,68.0278,3
-60.5735,97.316,3
51.9562,-5.84168,2
49.9239,-94.1373,2
-40.2287,33.5942,4
59.828,-6.87616,2
94.2667,-82.3981,2
80.4669,-84.4769,2
-65.1315,-11.2374,4
-1.07124,47.3931,1
28.9575,-18.4808,2
85.318,-36.0116,2
84.1479,54.2032,1
-13.5244,7.37903,4
28.3116,-94.5385,2
-48.5875,-79.23,0
26.5669,-36.3678,2
53.5222,79.0977,1
35.9551,-28.3828,2
51.1869,7.75658,1
-21.6736,-32.9928,4
-85.2611,37.5561,3
-60.056,-66.544,0
-25.872,-39.8819,0
-69.9818,32.7931,3
-42.0204,71.3581,3
34.4015,-87.2368,2
-86.7465,86.853,3
-72.7657,-73.8923,0
-44.0703,-52.6069,0
59.4646,23.8504,1
76.2017,5.19141,1
-67.2614,-42.7795,0
32.7871,-69.9064,2
-51.3333,35.2923,3
-55.9562,-82.0439,0
64.7353,17.9091,1
-29.7704,-23.5592,4
66.5976,-86.2241,2
90.1471,-65.0427,2
76.2206,-73.1645,2
60.1399,-6.26287,2
34.5806,-98.7768,2
-55.1025,-32.6239,4
-26.1939,55.8995,3
79.3064,93.4399,1
9.05908,64.3044,1
32.2284,-56.6854,2
-23.5131,-27.1844,4
-95.1085,15.3909,4
-55.0734,82.7028,3
-39.0234,-89.1406,0
-91.4739,16.0538,4
-38.5476,-0.0421047,4
-6.10544,-87.1407,0
22.234,-13.2886,2
53.8033,33.4473,1
8.05784,40.9505,1
-17.5541,42.093,3
-92.9442,11.5595,4
80.2386,-40.7339,2
4.29336,47.974,1
-38.6677,5.95732,4
-41.0811,-50.9859,0
77.0612,-51.5703,2
-88.3295,15.9694,4
60.2563,84.2123,1
-11.2618,94.4377,3
28.3154,50.437,1
-1.91978,65.875,3
21.4558,20.5398,1
-25.5113,-29.2596,4
67.0504,-4.1858,2
97.3205,-68.3177,2
5.82685,-88.4455,2
8.45029,-40.9965,2
-33.6004,-52.196,0
76.3268,-82.1445,2
-2.62095,-14.0208,4
-35.1243,-22.7378,4
60.2046,30.8512,1
-69.0407,91.6108,3
76.1714,-45.4423,2
56.6818,37.3287,1
-78.6845,39.0436,3
60.2068,54.4793,1
-49.8023,-7.65875,4
-56.7816,67.1597,3
17.2483,16.932,1
36.3616,-57.3186,2
21.5899,62.491,1
-3.63678,-73.0814,0
87.814,40.817,1
-73.2845,10.5644,4
58.5575,-56.4596,2
-92.7084,40.7721,3
-39.8858,24.2795,4
23.395,-0.75379,2
-47.2464,30.1779,4
-68.6894,-2.07813,4
-52.7564,-77.5854,0
10.9686,6.10588,4
40.0036,88.1641,1
75.9791,8.27733,1
75.469,-38.8314,2
-4.68701,-70.5466,0
-21.5014,-25.005,4
-61.5529,-59.9292,0
47.0177,52.3027,1
-24.3879,32.9322,4
-73.2562,42.3351,3
-69.299,91.3576,3
45.0904,71.398,1
21.8208,75.6666,1
26.6915,86.6882,1
33.6598,-5.18588,2
-68.8958,-49.8218,0
17.6922,19.3275,1
-92.6651,-50.3812,0
75.1845,64.8305,1
-43.0919,65.8604,3
-69.2568,59.604,3
-49.8703,-62.6465,0
46.0721,-86.8148,2
-43.7401,-24.3855,4
85.5869,-3.54253,2
-63.2013,-49.1112,0
-83.4189,-74.2912,0
-3.38241,-62.8669,0
23.63,92.4324,1
53.0088,0.854683,1
33.1662,58.0516,1
-11.4513,32.9221,4
-56.7306,-22.3378,4
94.1457,-68.7165,2
-90.4221,49.9637,3
-40.2947,-53.7768,0
-98.5047,-12.297,4
98.1693,-99.7779,2
-77.4125,-90.3312,0
-33.1579,-85.861,0
-36.1397,-48.7186,0
91.2443,-37.7678,2
31.9333,15.5864,1
0.981176,74.861,3
1.49853,81.9049,3
4.72903,-69.2952,2
-42.9818,-85.8176,0
-17.9998,-25.7884,4
-70.6238,-21.0153,4
-29.1119,12.4736,4
58.8006,42.0325,1
-69.8927,-12.0685,4
92.8002,-24.1174,2
-84.5236,38.7061,3
16.0021,80.2096,1
-35.8854,14.1298,4
49.3563,20.014,1
-33.4747,5.80504,4
52.9599,-34.6403,2
84.7524,67.6733,1
-47.6086,37.0336,3
28.0923,-64.8944,2
7.60223,-90.0784,2
-68.0776,-80.8582,0
-33.8378,21.712,4
59.9146,-1.16737,2
-69.4139,58.9857,3
-29.7252,-54.9026,0
69.1111,-82.4094,2
-21.7949,44.3562,3
55.9637,-97.5519,2
-12.2669,-87.2476,0
-10.5447,95.8686,3
-28.8471,-61.8052,0
88.83,-10.5007,2
-41.1501,-44.4838,0
-45.2452,-79.922,0
-73.6678,12.8879,4
98.8932,17.4822,1
94.6064,1.16545,1
-56.0066,61.175,3
4.33623,6.38857,4
-88.5963,38.6945,3
41.0401,8.80181,1
38.6643,-97.0097,2
-65.0846,36.1914,3
8.0238,95.233,1
36.5474,69.4492,1
-87.5433,56.4601,3
-97.9251,-88.5198,0
-80.863,-95.0707,0
65.9594,59.2015,1
93.6557,-54.0501,2
-6.0509,-0.897169,4
-77.8996,53.8572,3
-57.781,-69.1528,0
40.8229,15.6004,1
8.10468,-16.5832,4
-5.20048,4.42379,4
72.7768,-91.9936,2
92.2594,-6.9321,2
-43.7375,-41.3849,0
-52.6587,-80.2218,0
23.1886,-63.3833,2
-93.5903,-71.1401,0
-35.227,30.1668,4
-40.1822,39.643,3
-92.1742,35.4135,3
-94.1706,-64.089,0
-44.6299,-41.7941,0
68.8718,95.6249,1
-58.2708,-60.1956,0
29.648,53.8805,1
98.1735,-98.4045,2
29.1059,-3.7129,2
-18.8419,30.8982,4
-78.8221,38.44,3
68.464,-64.3207,2
-45.0485,89.7027,3
21.993,54.8759,1
-85.5451,-68.2261,0
46.7931,99.0823,1
53.9143,-12.3776,2
89.3175,48.3158,1
14.494,-8.81251,2
15.3804,-75.2342,2
-50.1238,-83.7794,0
-60.181,79.4819,3
29.6393,54.4428,1
83.0398,12.1624,1
83.7918,87.1913,1
93.296,-26.0519,2
17.8834,-72.3782,2
38.2928,-95.2242,2
61.6593,29.5138,1
-44.2108,78.1977,3
-81.6635,-27.5408,4
3.61686,74.7065,1
81.8322,59.6725,1
-5.28002,-91.0773,0
14.1526,59.183,1
64.079,-68.0874,2
-37.3543,-80.7728,0
-94.2982,89.1796,3
74.1057,41.6458,1
42.0091,24.8376,1
-70.6876,49.9595,3
-44.673,5.18031,4
40.2791,93.5886,1
-88.0261,22.9871,4
65.3164,-74.1762,2
-91.8461,71.4766,3
-37.4424,17.9105,4
-53.555,-80.2408,0
84.0284,6.15592,1
27.8564,82.8063,1
-13.594,37.3675,3
-60.904,0.939548,4
-35.8991,-34.1681,4
-2.43936,-19.9138,4
74.8341,30.7114,1
15.8316,7.63283,1
70.5099,67.0703,1
-54.5508,32.4977,3
-52.8855,6.3445,4
-12.7634,3.80924,4
-20.6706,26.9688,4
58.4466,-31.9071,2
-28.5657,-54.5984,0
-5.67771,14.1572,4
71.0805,33.9441,1
-34.0441,-98.8813,0
-75.7107,3.83735,4
5.61161,99.3626,3
-41.1535,-21.1189,4
86.7485,11.2674,1
35.9047,35.5729,1
95.9645,96.3504,1
0.607467,50.3786,1
77.9386,96.0341,1
90.4882,60.4426,1
58.56,7.8338,1
-51.72,-36.925,0
55.8429,-84.792,2
85.0389,-87.4188,2
-50.7429,9.36261,4
-18.17,-93.6353,0
-63.5223,-75.3127,0
90.053,-99.7028,2
76.5832,-16.3257,2
40.1297,90.0691,1
31.37,-86.0878,2
29.6693,-19.0891,2
56.6293,85.9267,1
